"agencyIdentification","agencyCode","agencyCity","agencyProvince","agencyPhone","agencyAddress1","agencyCap","agencyEmail","agencyDescription","agencyfax","companyId","companyName","status","order"
"AG","906","AFFARI DIRETTI","  ","","","","","AFFARI DIRETTI","",1,"Cristallo srls","published",""
"AGVERCELLI CORSO LIBERTA'024","024","VERCELLI CORSO LIBERTA'","  ","0161213221","","","","AG GENERALI VERCELLI - GIAN LUCA ALDONE - ALEX CHIABRERA -ALESSANDRO PAGNI","",1,"Cristallo srls","published",""
"AGMILANO0000","0000","MILANO","  ","80053353","","","CLIENTI@TUARETAIL.IT","AG.DIREZIONE","",1,"Cristallo srls","published",""
"AGMONCALIERI 2 AG0585","0585","MONCALIERI 2 ","  ","0116828218","","","AG0585@AXA-AGENZIE.IT","AG0585","",1,"Cristallo srls","published",""
"AG1998","1998","AGE1998","  ","030733260","","","","AGE1998","",1,"Cristallo srls","published",""
"AGCHIERI168","168","CHIERI","  ","0119415945","","","CHIERI@CATTOLICA.IT","AGENTE GENERALE BRUNO BORIO","",1,"Cristallo srls","published",""
"AGMONCALIERI148","148","MONCALIERI","  ","","","","AGENZIA148@GROUPAMA.IT","AGENZIA 148","",1,"Cristallo srls","published",""
"AGVOLVERA5036","5036","VOLVERA","TO","011 9850 609","VIA AIRASCA 25","10040","VOLVERA5036@PEC.IT","AGENZIA ALLIANZ VOLVERA FAVARO E GOZZI ","",1,"Cristallo srls","published",""
"AGASTIF54","F54","ASTI","AT","","","14100","AGENZIAF54@GROUPAMA.IT","AGENZIA ASTI F54","",1,"Cristallo srls","published",""
"AGTRIESTE02704","02704","TRIESTE","  ","0403229799","","","","AGENZIA AXA TRIESTE CENTRO ASSICURATIVO ALPE ADRIA","",1,"Cristallo srls","published",""
"AGCIRIE'46572","46572","CIRIE'","TO","0119203183","V. BRACCINI 16","10073","46572@UNIPOLSAI.IT","AGENZIA DI A.P.A.C. DI IVE FERRUCCIO &amp; C. SAS","",1,"Cristallo srls","published",""
"AGPINEROLO35236","35236","PINEROLO","  ","0121322085","VIA TRIESTE, 8, 10064, PINEROLO","10064","35236@UNIPOLSAI.IT","AGENZIA DI AGEN-ASS SAS DI ZANIN RANIERO &amp; C.","",1,"Cristallo srls","published",""
"AGNOVARA02141","02141","NOVARA","  ","0321620152","VIA SOTTILE, 20","28100","02141@UNIPOLSAI.IT","AGENZIA DI AGENZIA GENERALE SNC DI QUAGLIA E CESIRI","",1,"Cristallo srls","published",""
"AGTORINO59697","59697","TORINO","TO","0113358201","V. MONGINEVRO 61, 10141, TORINO","10141","59697@UNIPOLSAI.IT","AGENZIA DI AGENZIA MONGINEVRO S.N.C.","",1,"Cristallo srls","published",""
"AGNICHELINO02660","02660","NICHELINO","TO","011621063","VIA TORINO, 115, 10042, NICHELINO","10042","02660@UNIPOLSAI.IT","AGENZIA DI AGENZIA PISANI S.R.L.","",1,"Cristallo srls","published",""
"AGCASALE MONFERRATO57006","57006","CASALE MONFERRATO","  ","","VIA MARTIRI DI NASSIRIYA 2/B","15033","57006@UNIPOLSAI.IT","AGENZIA DI AGENZIA SAI MONFERRATO S.N.C.","",1,"Cristallo srls","published",""
"AGTORINO","59862","TORINO","TO","0113181490","CORSO FILIPPO TURATI 74, 10134, TORINO","10134","59862@UNIPOLSAI.IT","AGENZIA DI AGENZIA SAI TURATI DI GUGLIERMOTTI E MOR","",1,"Cristallo srls","published",""
"AGORBASSANO64962","64962","ORBASSANO","  ","0119017021","STRADA TORINO 1, 10043, ORBASSANO","10043","64962@UNIPOLSAI.IT","AGENZIA DI AGENZIEITALIA S.R.L.","",1,"Cristallo srls","published",""
"AGARONA45106","45106","ARONA","  ","0322243227","V. GRAMSCI 7","28041","45106@UNIPOLSAI.IT","AGENZIA DI AIROLDI ASSICURAZIONI SAS DI AIROLDI ANT","",1,"Cristallo srls","published",""
"AGALBA39095","39095","ALBA","  ","0173440528","CORSO EUROPA 81, 12051, ALBA","12051","39095@UNIPOLSAI.IT","AGENZIA DI ALBA 90 S.R.L.","",1,"Cristallo srls","published",""
"AGFOSSANO52708","52708","FOSSANO","  ","017261385","VIA FORO BOARIO, 13, 12045, FOSSANO","12045","52708@UNIPOLSAI.IT","AGENZIA DI ARESE BRUNO SAS DI ARESE RUDY &amp; C.","",1,"Cristallo srls","published",""
"AGNOVARA10238","10238","NOVARA","  ","0321620068","PIAZZA MARTIN LUTHER KING","28100","10238@UNIPOLSAI.IT","AGENZIA DI ARINO VALTER S.A.S. DI ARINO VALTER &amp; C.","",1,"Cristallo srls","published",""
"AGASTI39192","39192","ASTI","  ","0141592204","VIA DELLA FONTANA, 5/7, 14100, ASTI","14100","39192@UNIPOLSAI.IT","AGENZIA DI ASSI CONSULT FGP S.N.C.","",1,"Cristallo srls","published",""
"AGALBA35004","35004","ALBA","  ","0173361771","VIA VIVARO 27, 12051, ALBA","12051","35004@UNIPOLSAI.IT","AGENZIA DI ASSIC. BISCOTTI DI BISCOTTI F. E C. SNC","",1,"Cristallo srls","published",""
"AGRIVOLI40054","40054","RIVOLI","TO","0119566861","PIAZZA PRINCIPE EUGENIO, 1, 10098, RIVOLI","10098","40054@UNIPOLSAI.IT","AGENZIA DI ASSICOM S.A.S. DI MORTARI MAURO E C.","",1,"Cristallo srls","published",""
"AGIVREA02236","02236","IVREA","  ","0125616462","CORSO VERCELLI, 117","10015","02236@UNIPOLSAI.IT","AGENZIA DI ASSICURA S.N.C.","",1,"Cristallo srls","published",""
"AGIVREA44323","44323","IVREA","  ","012549546","VIA CIRCONVALLAZIONE 28","10015","44323@UNIPOLSAI.IT","AGENZIA DI ASSICURAZIONI AVIGNONE SAS DI AVIGNONE P","",1,"Cristallo srls","published",""
"AGBRA34157","34157","BRA","  ","0172422497","VIA FRATELLI CARANDO, 21, 12042, BRA","12042","34157@UNIPOLSAI.IT","AGENZIA DI ASSICURAZIONI BERGAMASCO &amp; TESIO S.N.C.","",1,"Cristallo srls","published",""
"AGTORTONA64458","64458","TORTONA","  ","0131815078","LARGO BORGARELLI 3","15057","64458@UNIPOLSAI.IT","AGENZIA DI ASSICURAZIONI PICCHI S.N.C.","",1,"Cristallo srls","published",""
"AGSUSA45612","45612","SUSA","  ","0122629586","CORSO STATI UNITI 126/D, 10059, SUSA","10059","45612@UNIPOLSAI.IT","AGENZIA DI ASSICURAZIONI VALSUSA S.N.C.","",1,"Cristallo srls","published",""
"AGTORINO39015","39015","TORINO","TO","","STRADA DEL FORTINO 39","10152","39015@UNIPOLSAI.IT","AGENZIA DI ASSIELBA S.A.S.","",1,"Cristallo srls","published",""
"AGRIVOLI02600","02600","RIVOLI","TO","0119585458","CORSO SUSA, 17","10098","02600@UNIPOLSAI.IT","AGENZIA DI ASSIEXPERT S.R.L.","",1,"Cristallo srls","published",""
"AGAVIGLIANA02710","02710","AVIGLIANA","  ","0119348653","VIALE GANDHI, 5/D, 10051, AVIGLIANA","10051","02710@UNIPOLSAI.IT","AGENZIA DI ASSIFIN S.R.L.","",1,"Cristallo srls","published",""
"AGAVIGLIANA 02710","02710","AVIGLIANA ","  ","0119348653","","","","AGENZIA DI ASSIFIN S.R.L.","",1,"Cristallo srls","published",""
"AGASTI56652","56652","ASTI","  ","0141532100","PIAZZA GIOVANNI GORIA,1, 14100, ASTI","14100","56652@UNIPOLSAI.IT","AGENZIA DI ASSILAB DI PUPPIONE STEFANO E C. S.N.C.","",1,"Cristallo srls","published",""
"AGOULX35654","35654","OULX","  ","0122831082","VIA MONGINEVRO 84","10056","35654@UNIPOLSAI.IT","AGENZIA DI ASSINEVE S.N.C.","",1,"Cristallo srls","published",""
"AGBIELLA33027","33027","BIELLA","  ","0158493320","VIA TRENTO 35/B, 13900, BIELLA","13900","33027@UNIPOLSAI.IT","AGENZIA DI ASSINVEST SAS","",1,"Cristallo srls","published",""
"AGCALUSO01381","01381","CALUSO","TO","0119831555","V.MARTIRI D'ITALIA, 5/BIS, 10014, CALUSO","10014","01381@UNIPOLSAI.IT","AGENZIA DI ASSIPIU' SNC","",1,"Cristallo srls","published",""
"AGGALLIATE64473","64473","GALLIATE","  ","0321800400","VIALE DANTE ALIGHIERI 86","28066","64473@UNIPOLSAI.IT","AGENZIA DI ASSITICINO S.R.L.","",1,"Cristallo srls","published",""
"AGSETTIMO TORINESE","02522","SETTIMO TORINESE","TO","0118954272","VIA F. TURATI 3, 10036, SETTIMO TORINESE","10036","02522@UNIPOLSAI.IT","AGENZIA DI ASSITRE SNC","",1,"Cristallo srls","published",""
"AGBIELLA02623","02623","BIELLA","  ","01523774","VIA GRAMSCI, 9, 13900, BIELLA","13900","02623@UNIPOLSAI.IT","AGENZIA DI ASSI-UNISAI S.N.C.","",1,"Cristallo srls","published",""
"AGSANTHIA'01226","01226","SANTHIA'","TO","0161922184","C.SO S.IGNAZIO, 39, 13048, SANTHIA'","13048","01226@UNIPOLSAI.IT","AGENZIA DI ASTRO S.N.C.","",1,"Cristallo srls","published",""
"AG952","952","SAN GAVINO MONREALE","  ","0709339516","","","","AGENZIA DI ATZEI DALMAZIO","",1,"Cristallo srls","published",""
"AGBRA55269","55269","BRA","  ","0172412786","PIAZZA CARLO ALBERTO 16, 12042, BRA","12042","55269@UNIPOLSAI.IT","AGENZIA DI BARBERIS ASS.NI DI BARBERIS ENRICO &amp; C.","",1,"Cristallo srls","published",""
"AGBORGO SAN DALMAZZ45553","45553","BORGO SAN DALMAZZ","  ","0171269776","VIA LOVERA 69, 12011, BORGO SANDALMAZZO","12011","45553@UNIPOLSAI.IT","AGENZIA DI BASSINO S.A.S.DI BASSINO GEOM.MAURIZIO &amp;","",1,"Cristallo srls","published",""
"AGSALUZZO 2 58689","58689","SALUZZO 2 ","  ","017541940","","","","AGENZIA DI BERTONE UGO &amp; MILANO GIUSEPPE S.N.C.","",1,"Cristallo srls","published",""
"AGDRUENTO60541","60541","DRUENTO","  ","0119846438","V. TORINO 31, 10040","10040","60541@UNIPOLSAI.IT","AGENZIA DI BIERRE S.N.C.","",1,"Cristallo srls","published",""
"AGFOSSANO40149","40149","FOSSANO","  ","017261501","PIAZZA ROMANISIO 39, 12045, FOSSANO","12045","40149@UNIPOLSAI.IT","AGENZIA DI BIMA PAOLO","",1,"Cristallo srls","published",""
"AGCUORGNE'61436","61436","CUORGNE'","TO","0124651475","PIAZZA MARTIRI DELLA LIBERTA', 2, 10082, CUORGNE'","10082","61436@UNIPOLSAI.IT","AGENZIA DI BLANCHETTI MARITA","",1,"Cristallo srls","published",""
"AGALESSANDRIA72114","72114","ALESSANDRIA","  ","0131251388","VIA GALILEO GALILEI, 18","15121","72114@UNIPOLSAI.IT","AGENZIA DI BOBBIO LORENZO LUIGI","",1,"Cristallo srls","published",""
"AGSETTIMO TORINESE58851","58851","SETTIMO TORINESE","TO","0118005555","V. ITALIA 11/F, 10036, SETTIMO TORINESE","10036","58851@UNIPOLSAI.IT","AGENZIA DI BONAVITA S.N.C","",1,"Cristallo srls","published",""
"AGCHIERI52508","52508","CHIERI","  ","0119472448","VICOLO SANT'ANTONIO","10023","52508@UNIPOLSAI.IT","AGENZIA DI BONFERRARI ALBERTO E RIGHINI GUIDO SNC","",1,"Cristallo srls","published",""
"AGNOVARA30320","30320","NOVARA","  ","0321624000","LARGO LEONARDI 7","28100","30320@UNIPOLSAI.IT","AGENZIA DI BONINI ASS.NI SAS","",1,"Cristallo srls","published",""
"AGCOSSATO60760","60760","COSSATO","  ","0159842523","VL. PAJETTA 41","13836","60760@UNIPOLSAI.IT","AGENZIA DI BORGHESE ALBERTO","",1,"Cristallo srls","published",""
"AGNOVARA59927","59927","NOVARA","  ","032135601","C.SO VITTORIA 2","28100","59927@UNIPOLSAI.IT","AGENZIA DI BORGHI &amp; SPAINI S.N.C.","",1,"Cristallo srls","published",""
"AGACQUI TERME39408","39408","ACQUI TERME","  ","014457543","CORSO DANTE 16, 15011, ACQUI TERME","15011","39408@UNIPOLSAI.IT","AGENZIA DI BOTTERO E RICCI ASSICURAZIONI S.N.C.","",1,"Cristallo srls","published",""
"AGCIRIE'10168","10168","CIRIE'","TO","0119210156","CORSO NAZIONI UNITE 4","10073","10168@UNIPOLSAI.IT","AGENZIA DI BRACHET &amp; MODENA ASSICURAZIONI S.N.C","",1,"Cristallo srls","published",""
"AGSALUZZO39075","39075","SALUZZO","  ","017542626","VIA BAGNI SNC, 12037, SALUZZO","12037","39075@UNIPOLSAI.IT","AGENZIA DI BRAZZOLI &amp; C. S.R.L.","",1,"Cristallo srls","published",""
"AGVALENZA59157","59157","VALENZA","  ","0131943215","P.ZZA BENEDETTO CROCE 12, 15048, VALENZA","15048","59157@UNIPOLSAI.IT","AGENZIA DI BRULLO MAURIZIO/MILANO FABRIZIO","",1,"Cristallo srls","published",""
"AGCAMPO LIGURE59943","59943","CAMPO LIGURE","  ","010921168","","","","AGENZIA DI BRUZZONE MIRCOV","",1,"Cristallo srls","published",""
"AGTORINO59679","59679","TORINO","TO","0113352077","L.GO RACCONIGI 193","10141","59679@UNIPOLSAI.IT","AGENZIA DI BUSSA E FANGANO SNC","",1,"Cristallo srls","published",""
"AGVERCELLI39065","39065","VERCELLI","  ","0161219894","VIA TORQUATO TASSO, 26, 13100, VERCELLI","13100","39065@UNIPOLSAI.IT","AGENZIA DI C.&amp; B. ASSICURAZIONI S.N.C.","",1,"Cristallo srls","published",""
"AGTORINO59243","59243","TORINO","TO","011210455","V. VEROLENGO 64","10149","59243@UNIPOLSAI.IT","AGENZIA DI CALIGARIS PIETRO","",1,"Cristallo srls","published",""
"AGALBA 2 40104","40104","ALBA 2 ","  ","0173285607","","","","AGENZIA DI CALORIO SABRINA E BERNOCCO PAOLA SNC","",1,"Cristallo srls","published",""
"AGVIGUZZOLO40024","40024","VIGUZZOLO","  ","0131899349","VIA I MAGGIO, 71, 15058, VIGUZZOLO","15058","40024@UNIPOLSAI.IT","AGENZIA DI CALVARESI GIUSEPPE","",1,"Cristallo srls","published",""
"AGACQUI TERME47746","47746","ACQUI TERME","  ","0144356000","CORSO BAGNI 82","15011","47746@UNIPOLSAI.IT","AGENZIA DI CANCELLARA DI CANCELLARA ANTONIO &amp; C. SA","",1,"Cristallo srls","published",""
"AGTORINO57941","57941","TORINO","TO","011344287","C.SO UNIONE SOVIETICA 545","10135","57941@UNIPOLSAI.IT","AGENZIA DI CANNELLA GIUSEPPE","",1,"Cristallo srls","published",""
"AGMONDOVÃ58068","58068","MONDOVÃ","  ","017442664","PIAZZETTA BESIO, 3","12084","58068@UNIPOLSAI.IT","AGENZIA DI CARLE LUCA","",1,"Cristallo srls","published",""
"AGACQUI TERME41014","41014","ACQUI TERME","  ","0144322610","VIA TOGLIATTI, 2 ANG. C.SO DANTE, 15011, ACQUI TERME","15011","41014@UNIPOLSAI.IT","AGENZIA DI CAROZZI SAS","",1,"Cristallo srls","published",""
"AGTORINO59903","59903","TORINO","TO","0113099965","P. CATTANEO RICCARDO 17, 10137, TORINO","10137","59903@UNIPOLSAI.IT","AGENZIA DI CENTRO EUROPA S.N.C.","",1,"Cristallo srls","published",""
"AGCUNEO54409","54409","CUNEO","  ","0171602497","CORSO NIZZA 13","12100","54409@UNIPOLSAI.IT","AGENZIA DI CHIAVAZZA FEDERICO E MERLO CLAUDIO SNC","",1,"Cristallo srls","published",""
"AGMONDOVÃ45239","45239","MONDOVÃ","  ","017442864","PIAZZA ELLERO 27","12084","45239@UNIPOLSAI.IT","AGENZIA DI CHIONETTI ASS.NI SAS DI CHIONETTI E.","",1,"Cristallo srls","published",""
"AGTORINO64311","64311","TORINO","TO","0115563111","VIA DON MINZONI, 14, 10121, TORINO","10121","64311@UNIPOLSAI.IT","AGENZIA DI CIFARELLI GIORGIO","",1,"Cristallo srls","published",""
"AGCUNEO39278","39278","CUNEO","  ","0171693305","CORSO GARIBALDI 1","12100","39278@UNIPOLSAI.IT","AGENZIA DI CLASSERVICE S.R.L.","",1,"Cristallo srls","published",""
"AGTORINO39267","39267","TORINO","TO","011740813","CORSO TASSONI, 16, 10143, TORINO","10143","39267@UNIPOLSAI.IT","AGENZIA DI COLIA ASSICURAZIONI S.A.S","",1,"Cristallo srls","published",""
"AGALESSANDRIA30017","30017","ALESSANDRIA","  ","0131252993","CORSO TERESIO BORSALINO,10, 15121, ALESSANDRIA","15121","30017@UNIPOLSAI.IT","AGENZIA DI COSCIA GIANMARIO","",1,"Cristallo srls","published",""
"AGTORINO54876","54876","TORINO","TO","01119887380","VIA PALMIERI, 36, 10138, TORINO","10138","54876@UNIPOLSAI.IT","AGENZIA DI DALL'ARA RABAGLINO VENTURELLI SNC","",1,"Cristallo srls","published",""
"AGTORINO54800","54800","TORINO","TO","011533921","VIA AVIGLIANA, 14, 10138, TORINO","10138","54800@UNIPOLSAI.IT","AGENZIA DI D'ARRIGO GIAMPIERO","",1,"Cristallo srls","published",""
"AGLEINI'","60276","LEINI'","TO","0119989777","V. CARLO ALBERTO 69, 10040, LEINI'","10040","60276@UNIPOLSAI.IT","AGENZIA DI DE LEONARDO FRANCESCO","",1,"Cristallo srls","published",""
"AGTORINO","39076","TORINO","TO","0113247753","VIA OSOPPO 63, 10136, TORINO","10136","39076@UNIPOLSAI.IT","AGENZIA DI DELBOSCO &amp; GIOIOSA SNC","",1,"Cristallo srls","published",""
"AGCASALE MONFERRATO01719","01719","CASALE MONFERRATO","  ","014271020","C.SO MANACORDA 53","15033","01719@UNIPOLSAI.IT","AGENZIA DI DGA ASS.NI SNC DI GARRONE G. E M.","",1,"Cristallo srls","published",""
"AGCHIERI57151","57151","CHIERI","  ","0119470808","PIAZZA CAVOUR 1 - PIANO 1Â°","10023","57151@UNIPOLSAI.IT","AGENZIA DI DIERREERRE S.N.C. DI DE COLL PIER TANCRE","",1,"Cristallo srls","published",""
"AGVENARIA REALE59176","59176","VENARIA REALE","  ","0114527053","V. TRIPOLI 17","10078","59176@UNIPOLSAI.IT","AGENZIA DI DIGO GIANFRANCO/ABELLI RIBERI ALESSANDRO","",1,"Cristallo srls","published",""
"AGIVREA39346","39346","IVREA","  ","0125641056","VIA DELLE MINIERE 10, 10015, IVREA","10015","39346@UNIPOLSAI.IT","AGENZIA DI DOTT. ACTIS GIORGIO ASSICURAZIONI S.A.S.","",1,"Cristallo srls","published",""
"AGPINEROLO53147","53147","PINEROLO","  ","0121379234","V. VECCHIA DI BURIASCO 10/D, 10064, PINEROLO","10064","53147@UNIPOLSAI.IT","AGENZIA DI DUE ESSE CONS.ZE DI M. STOLFA &amp; C. SAS","",1,"Cristallo srls","published",""
"AGSAN MAURO TORINESE","39222","SAN MAURO TORINESE","TO","0118224612","VIA MARTIRI DELLA LIBERTA' 105, 10099, SAN MAURO TORINESE","10099","39222@UNIPOLSAI.IT","AGENZIA DI DUEEMME ASSICURA SNC","",1,"Cristallo srls","published",""
"AGVERCELLI43504","43504","VERCELLI","  ","016169251","VIA DANTE 66, 13100, VERCELLI","13100","43504@UNIPOLSAI.IT","AGENZIA DI DUELLA PATRIZIA","",1,"Cristallo srls","published",""
"AGCUNEO40178","40178","CUNEO","  ","0171480841","VIA SALUZZO 40, 12100, CUNEO","12100","40178@UNIPOLSAI.IT","AGENZIA DI EFFE.A DI ULIANA ANDREA &amp; C. SAS","",1,"Cristallo srls","published",""
"AGNOVI LIGURE53064","53064","NOVI LIGURE","  ","01432212","CORSO ROMUALDO MARENCO 89, 15067, NOVI LIGURE","15067","53064@UNIPOLSAI.IT","AGENZIA DI EMILIO CARBONE SAS","",1,"Cristallo srls","published",""
"AGRACCONIGI59216","59216","RACCONIGI","  ","017285253","VIA LAURA GARELLO FERRARI 6, 12035, RACCONIGI","12035","59216@UNIPOLSAI.IT","AGENZIA DI ERRECI DI NANO ALDO E C. SNC","",1,"Cristallo srls","published",""
"AGTORINO59562","59562","TORINO","TO","0118134322","C.SO REGINA MARGHERITA 65, 10124, TORINO","10124","59562@UNIPOLSAI.IT","AGENZIA DI F.G. S.N.C. DI FELLINE PAOLA E GOLZIO G","",1,"Cristallo srls","published",""
"AGMONCALIERI10830","10830","MONCALIERI","TO","0116407873","STRADA TORINO 1, 10024, MONCALIERI","10024","10830@UNIPOLSAI.IT","AGENZIA DI F.LLI VITERITTI S.N.C.","",1,"Cristallo srls","published",""
"AGBEINASCO56701","56701","BEINASCO","TO","0113490326","V. DONIZETTI 2, 10092, BEINASCO","10092","56701@UNIPOLSAI.IT","AGENZIA DI FERRANTE PELLEGRINO","",1,"Cristallo srls","published",""
"AGTORINO53787","53787","TORINO","TO","0113853042","VIA MILLIO, 57/H","10141","53787@UNIPOLSAI.IT","AGENZIA DI FORLA MARTINA","",1,"Cristallo srls","published",""
"AGMONDOVÃ48027","48027","MONDOVÃ","  ","0174554487","P.ZZA ELLERO 2","12084","48027@UNIPOLSAI.IT","AGENZIA DI FRANCO ALESSIO","",1,"Cristallo srls","published",""
"AGMONCALIERI","64632","MONCALIERI","TO","011641022","VIA BRUNO BUOZZI, 9G, 10024, MONCALIERI","10024","64632@UNIPOLSAI.IT","AGENZIA DI FULCRO S.R.L.","",1,"Cristallo srls","published",""
"AGVERCELLI59200","59200","VERCELLI","  ","0161250393","VIA DANTE ALIGHIERI 59","13100","59200@UNIPOLSAI.IT","AGENZIA DI FUNICIELLO ROBERTO - IBERTIS GIOVANNI S.","",1,"Cristallo srls","published",""
"AGVERCELLI01336","01336","VERCELLI","  ","0161253722","VIA A. BORGOGNA","13100","01336@UNIPOLSAI.IT","AGENZIA DI FUTURA DI TURCONI G. E C. SNC","",1,"Cristallo srls","published",""
"AGMONCALIERI45708","45708","MONCALIERI","TO","011641018","VIA SAN VINCENZO, 4, 10024, MONCALIERI","10024","45708@UNIPOLSAI.IT","AGENZIA DI GABELLOTTO GIOVANNI","",1,"Cristallo srls","published",""
"AGTORINO64532","64532","TORINO","TO","0117410543","C.SO TASSONI, 25","10143","64532@UNIPOLSAI.IT","AGENZIA DI GAGLIA SERVIZI ASSICURATIVI S.A.S","",1,"Cristallo srls","published",""
"AGCHIVASSO","42488","CHIVASSO","TO","0119111838","CORSO GALILEO FERRARIS 99, 10034, CHIVASSO","10034","42488@UNIPOLSAI.IT","AGENZIA DI GALETTO E PEPINO SNC DI ALDO PEPINO E C.","",1,"Cristallo srls","published",""
"AGVERCELLI45391","45391","VERCELLI","  ","0161219430","VIA LAVINY 2","13100","45391@UNIPOLSAI.IT","AGENZIA DI GARIAZZO PAOLO SILVANO","",1,"Cristallo srls","published",""
"AGNICHELINO58126","58126","NICHELINO","TO","0116809468","VIA GIUSEPPE GIUSTI 10, 10042, NICHELINO","10042","58126@UNIPOLSAI.IT","AGENZIA DI GESMA S.N.C. DI BOERO SABRINA, CREMASCO","",1,"Cristallo srls","published",""
"AGNICHELINO 158126","58126","NICHELINO 1","  ","0116809468","","","","AGENZIA DI GESMA S.N.C. DI BOERO SABRINA, CREMASCO","",1,"Cristallo srls","published",""
"AGRIVAROLO CANAVESE58610","58610","RIVAROLO CANAVESE","TO","012428131","V. N.GALLO PECCA 22, 10086, RIVAROLO CANAVESE","10086","58610@UNIPOLSAI.IT","AGENZIA DI GHERLONE MARCO","",1,"Cristallo srls","published",""
"AGALESSANDRIA42610","42610","ALESSANDRIA","  ","0131266210","P.ZZA D'ANNUNZIO, 2","15121","42610@UNIPOLSAI.IT","AGENZIA DI GHO SAS DI GHO LUISELLA &amp; C.","",1,"Cristallo srls","published",""
"AGALBA54059","54059","ALBA","  ","017328733","VIA OGNISSANTI, 32/1","12051","54059@UNIPOLSAI.IT","AGENZIA DI GIACCA FILIPPO","",1,"Cristallo srls","published",""
