pointType,pointDescription,pointAddress1,pointCity,pointProvince,pointZip,pointWelcome,pointPhone,pointRefererPhone,pointEmail,pointWelcomeDate,pointHolderPhone
"CRISTALLO","ASTI_02_ASTIGIANA GOMME","CORSO TORINO 445","ASTI","AT","14100","","0141212757","346 505 9424","S.DIMARIA@AG-SERVIZI.COM","",""
"DEROGHE","ASTI_03_IL MECCATRONICO - GARAGE GOMMISTA","CORSO ALESSANDRIA 460","ASTI","AT","14100","","0141470083","366 242 4499","MISCHIA.ALESSANDRO@GMAIL.COM","",""
"CRISTALLO","ASTI_04_AUTOFFICINA 2EFFE						","VIA PIO DOMENICO 2","ASTI","AT","14100","",""," 331 4678337","AUTOFFICINA2EFFE@GMAIL.COM","",""
"ACREW","ASTI_05_EVOCAR SRL","VIA GIUSEPPE GAETA","ASTI","AT","14100","","0141273298","324 992 8735"," INFO@EVOCAR-ASTI.EU","",""
"BCS","ASTI_06_F.LLI ALOI","CORSO XXV APRILE 215","ASTI","AT","14100","","0141216241","388 585 3957","ALOIHIFI@LIBERO.IT","",""
"CRISTALLO","ASTI_07_MACAIONE MOTORS","CORSO TORINO 220","ASTI","AT","14100","","0141212252","","SERVICE@MACAIONEMOTORS.COM","",""
"ACREW","ASTI_08_MASSA GIUSEPPE OFFICINA","P.ZZA I MAGGIO, 4","ASTI","AT","14100","","0141593629","338 536 0202","OFFICINAMASSA@LIBERO.IT","",""
"BCS","ASTI_09_NUOVA AUTOCENTRO SNC","C.SO ALFIERI, 141","ASTI","AT","14100","","0141352413","","NUOVA.AUTOCENTRO@BOSCHCARSERVICE.IT","",""
"BCS","ASTI_10_O.R.A. DI GAMBA EZIO","FRAZ. STAZIONE PORTACOMARO, 90","ASTI","AT","14100","","0141296125","351 562 7519","OFFICINA@ORADIGAMBAEZIO.191.IT","","347 098 0247"
"CRISTALLO","ASTI_11_PNEUS ASTI","CORSO ALESSANDRIA 508/510","ASTI","AT","14100","","0141272261","","","",""
"BCS","ASTI_12_SPECIAL DIESEL SNC DI MARCHISONE M. BALOTTA M. &amp; C.","VIA DEL LAVORO, 28","ASTI","AT","14100","","0141476477","","SPECIAL.DIESEL@BOSCHCARSERVICE.IT","",""
"ACREW","ASTI_13_STANGONI SNC AUTOFFICINA","CORSO CASALE 330","ASTI","AT","14100","","0141477446","371 335 5282","STANGONISNC@LIBERO.IT","",""
"BCS","ASTI_14_TARGET S.R.L.			","FRAZIONE QUARTO INFERIORE 310","ASTI","AT","14100","","0141477575","","PASQUALE.CUPO@TARGET.CONC-BMW.COM","",""
"BCS","ASTI_15_TECNOMOTOR DI ASCHIERO","FRAZ. SAN MARZANOTTO 314/B","ASTI","AT","14100","","0141597881","339 711 9219","TECNOMOTOR.ASCHIERO@GMAIL.COM","","347 963 1695"
"CRISTALLO","ASTI_16_STAZIONE GOMME &amp; SERVICE","VIA ARTOM 20","ASTI","AT","14100","","","","INFO@STAZIONEGOMMESERVICE.COM","","3931719973"
"CRISTALLO","ASTI_17_AUTORIPARAZIONI COMPUTERCAR DI PISANI VALERIO","VIA AL MULINO 10","ASTI","AT","14100","","","","COMPUTERCARASTI@GMAIL.COM","","33891266464"
"CRISTALLO","ASTI_18_GARAGE VITTORIA CENTRAUTO","VIA DEL BOSCO 25","ASTI","AT","14100","","","","DARIO.CUCE@ALICE.IT","","3386076601"
"CRISTALLO","ASTI_20_AUTOSERVICE SRL - LAURITA				","LOCALITÃ RILATE 60/C","ASTI","AT","14100","","0141215895","3475720184","ANGELO.LAURITA58@GMAIL.COM","",""
"CRISTALLO","ASTI_21_ROBY GOMME SAS		","VIA GIUSEPPE VERDI, 29","ASTI","AT","14100","true","","3336207547","MAXEROBJSNC@LIBERO.IT","24/05/2021 15:58",""
"CRISTALLO","ASTI_22_GARAGE LUCA		","CORSO SAVONA, 465","ASTI","AT","14100","","","3478981975","INFO@GARAGELUCA.IT","",""
"BCS","ASTI_23_S.E.A. DI NEGRO","C.SO ALESSANDRIA, 166/A","ASTI","AT","14100","","0141476612","328 020 5795","OFFICINA.SEA@BOSCHCARSERVICE.IT","",""
"CRISTALLO","ASTI_24_OFFICINA PROVENZALE","VIA PROVENZALE 8","ASTI","AT","14100","","0141594052","","OFFICINAPROVENZALE@ALICE.IT","",""
"CRISTALLO","ASTI_25_D.AUTO","CORSO VENEZIA 72","ASTI","AT","14100","true","0141353113","348 517 4190","DECILLISPIERCARLO@LIBERO.IT","01/10/2020 08:53",""
"CRISTALLO","ASTI_26_FASSIO GUIDO E BIANCO REMO SNC","CORSO IVREA 113","ASTI","AT","14100","true","0141219818","3335305312","INFO@FASSIOEBIANCO.IT","11/10/2021 08:37",""
"CRISTALLO","ASTI_27_R&amp;S AUTOLAVAGGI - TAMOIL","CORSO TORINO 368","ASTI","AT","14100","true","0141210719","3351566934","INFO@PLTIMPIANTI.IT","17/11/2020 11:26","3932886112"
"BCS","ASTI_28_AUTORIPARAZIONI ARIO","CORSO TORINO 414","ASTI","AT","14100","true","0141212801","345 979 2888","MARCOFOGLIATI05@GMAIL.COM","15/04/2022 17:11",""
"CRISTALLO","ASTI_29_CARROZZERIA ASTICAR","VIA VITTORIO BOTTEGO 16","ASTI","AT","14100","true","0141275403","3491516376","INFO.ASTICAR@GMAIL.COM","24/09/2021 10:36",""
"CRISTALLO","ASTI_30_STAZIONE DI SERVIZIO ESSO ","CORSO TORINO 442","ASTI","AT","14100","true","0141211150","3473611622","ROBERTOAUTOGAS@OUTLOOK.IT","23/05/2022 17:33","3472407104"
"CRISTALLO","ASTI_31_EL AUTOSSOCORSO ASTI SRLS","LOC. RILATE, 90","ASTI","AT","14100","","","3664224949","","","3314127158"
"CRISTALLO","ASTI_32_AUDI ZENTRUM","CORSO ALESSANDRIA, 547/A","ASTI","AT","14100","true","","","ANDREA.BIANCO@AUDIZENTRUM-AL.IT","01/02/2023 12:15",""
"CRISTALLO","ASTI_33_ASTIGIANA GOMME SEDE 2 ","VIA MARCO POLO 10/12"," ASTI","TO","14100","","","","","",""
"BCS","AT_AGLIANO TERME_01_WILLY CAR SERVICE","VIA PROVINCIALE 39 ","VIGLIANO D'ASTI","AT","14041","true","","320 011 3712","WILLYSBK@YAHOO.IT","13/10/2021 08:41",""
"CRISTALLO","AT_ASTI FRAZ.VAGLIERANO_01_MEG","FRAZIONE VAGLIERANO BASSO,71","ASTI","AT","14012","true","0141934823","3664129901","INFO@OFFICINAMEG.COM","24/09/2020 12:58","393 287 7234"
"CRISTALLO","AT_BALDICHIERI_01_GI.EFFE SNC AUTORIPARAZIONI","VIA GARIBALDI 26","BALDICHIERI","AT","14011","true","","331 740 8911","AUTORIPARAZIONI.GIEFFE@GMAIL.COM","29/03/2021 08:42",""
"CRISTALLO","AT_BALDICHIERI_02_MAGICAR AUTOFFICINA","VIA NAZIONALE 7","BALDICHIERI","AT","14011","true","","","MAGICAR.AUTOFFICINA@GMAIL.COM","06/09/2022 10:19",""
"CRISTALLO","AT_BUTTIGLIERA D'ASTI_01_OFFICNA '76","VIA RIVA 25","BUTTIGLIERA D'ASTI","AT","14021","true","","3498011835","AUTOFFICINA76@GMAIL.COM","14/02/2022 08:30","3385254525"
"CRISTALLO","AT_CALAMANDRIANA_01_BELBOGOMME MOTORSERVICE		","FRAZ.QUARTINO 57","CALAMANDRANA","AT","14042","","0141769651","3358394006","ATTILIO@BELBOGOMME.IT","",""
"BCS","AT_CANELLI_01_EUROREPAR SCARFIELLO MARIO","VIA MANLINO BROSIO, 1/3","CANELLI","AT","14053","","0141835414","349 107 6696","MARIO.SCARFIELLO@ALICE.IT","",""
"CRISTALLO","AT_CANELLI_02_NOVAGOM DI NICOLO' CATENO INCARDONA","VIALE ITALIA 64B","CANELLI","AT","14053","","","3388349752","NOVAGOM@LIBERO.IT","",""
"BCS","AT_CASTAGNOLE DELLE LANZE_01_EMMEDUE AUTORIPARAZIONI				","VIA ABLETTI 94","CASTAGNOLE DELLE LANZE","AT","14054","true","0141877668","3402342620","EMMEDUEAUTORIPARAZIONI@GMAIL.COM","10/03/2023 10:57",""
"BCS","AT_CASTELL'ALFERO_01_ZANELLATO GIULIANO","VIA VECCHIA FORNACE, 17","CASTELL'ALFERO","AT","14033","","0141204130","333 547 4604","GZANN@LIBERO.IT","",""
"ACREW","AT_COSTIGLILE D'ASTI_01_RUFFA AUTORIPARAZIONI SNC","VIA ASTI-NIZZA 38","COSTIGLIOLED'ASTI","AT","14055","","0141966660","338 967 6345","RUFFA@ACREW.IT","","347 255 3668"
"CRISTALLO","AT_COSTIGLIOLE D'ASTI_01_P. &amp; B. SNC DI PERRONE M. E BORGNETTO G.","STRADA CANELLI, 107 - FR. BOGLIETTO","COSTIGLIOLE D'ASTI","AT","14055","true","0141968670","","PERRONESNC@LIBERO.IT","17/11/2023 15:54",""
"CRISTALLO","AT_INCISA SCAPACCINO_01_INCISA CARROZZERIA &amp; C. SAS","REG.PRATA 49","INCISASCAPACCINO","AT","14045","","014174236","348 011 7190","INCISASCAPCARROZZERIA@GMAIL.COM ","",""
"CRISTALLO","AT_MONTEGROSSO D'ASTI_01_GP EXPERT SRLS","VIA DEL TURCHINO, 17 ","MONTEGROSO D'ASTI","AT","14048","true","","328 103 2475","GP.EXPERTSRLS@GMAIL.COM","22/02/2021 10:53","351 849 8188"
"BCS","AT_MONTIGLIO MONFERRATO_01_OFFICINA RABBINO","VIA DELLA REPUBBLICA 11","MONTIGLIO MONFERRATO","AT","14026","","","348 596 2059","EMANUELE.RABBINO@GMAIL.COM","",""
"BCS","AT_MOTTA DI COSTIGLIOLE_01_BIANCO AUTO DI BIANCO PIERLUIGI","VIA DON SONAGLIA, 4","MOTTADICOSTIGLIOLE","AT","14050","","0141969214","349 766 2720","INFO@BIANCOAUTO.IT","",""
"CRISTALLO","AT_NIZZA MONFERRATO_01_CENTRO REVISIONI NICESE","STRADA CANELLI, 40","NIZZA MONFERRATO","AT","14049","true","","392 921 4931","CENTRONICESE@HOTMAIL.IT","15/03/2021 09:40","348 053 5615"
"CRISTALLO","AT_PIOVA' MASSAIA_01_OFFICINA NOVELLO","VIA CHIVASSO 20","PIOVA' MASSAIA","AT","14026","true","0141996604","333 848 9965","OFFICINANOVELLOSNC@EMAIL.IT","08/04/2021 11:16","338 441 0520"
"BCS","AT_PIOVA' MASSAIA_02_AUTORIPARAZIONI MOISO VALTER","VIA UMBERTO I 10","PIOVA' MASSAIA","AT","14026","true","","3332375856","VALTER.MOISO@ALICE.IT","28/06/2022 10:16",""
"CRISTALLO","AT_REFRANCORE_01_AUTOLUBRIFICAZIONE DI ANTONIO MOVILIA","VIA ALESSANDRIA, 26","REFRANCORE","AT","14030","true","","3476792455","MOVILIAANTONIO@LIBERO.IT","30/08/2022 12:17",""
"CRISTALLO","AT_REVIGLIASCO D'ASTI_CARROZZERIA CAR COLOR DI BISACCIA BISCIONE GIOELE","STRADA ASTI, 25","REVIGLIASCO D'ASTI","AT","14010","","0141208576","366 382 3310","","",""
"CRISTALLO","AT_REVIGNANO D'ASTI_01_CARROZZERIA PALUCCO SRL","FRAZ. REVIGNANO D'ASTI, 87","REVIGNANO D'ASTI","AT","14100","","0141212668","328 4107894","","",""
"CRISTALLO","AT_ROBELLA_01_DOMINELLI SNC ","VIA TORINO 60","ROBELLA","AT","14020","true","0141998355","3459552002","FDOMINELLI@LIBERO.IT","09/04/2021 17:25",""
"BCS","AT_SAN DAMIANO D'ASTI_01_AUTO VALSANIA SRL","VIA TORINO, 48","SAN DAMIANO D'ASTI","AT","14015","","0141975581","333 221 1032","SANDAMIANOAUTO2@LIBERO.IT","",""
"CRISTALLO","AT_SAN DAMIANO D'ASTI_02_PELETTO FRANCO &amp; C. S.A.S.","VIA ASTI 43","SAN DAMIANO D'ASTI","AT","14015","","0141975775"," 340 729 456","NUOVAOFFICINAPELETTO@HOTMAIL.IT","",""
"CRISTALLO","AT_SAN DAMIANO D'ASTI_03_DOCTOR TYRE DI SPEZZAFERRI SERGIO","VIA TORINO, 56","SAN DAMIANO D'STI","AT","14015","true","","392 086 9844","AMM.DOCTORTYRE@LIBERO.IT","21/09/2021 10:44",""
"CRISTALLO","AT_SAN DAMIANO D'ASTI_04_CENTRO REVISIONI DEL ROERO","VIA TORINO, 48 B","SAN DAMIANO D'ASTI ","AT","14015","true","","347 750 8957","CRRSANDAMIANO@LIBERO.IT","06/02/2024 08:55",""
"CRISTALLO","AT_TIGLIOLE_01_OFFICINA MEG (NON USANO PIU' QUESTA SEDE)","STRADA STAZIONE SAN DAMIANO 93","TIGLIOLE","AT","14013","true","0141200100","331 180 0504","INFO@OFFICINAMEG.COM","02/03/2021 17:35",""
"CRISTALLO","AT_VESIME_01_AUTOCARROZZERIA L'ARTIGIANA DI MANASSERO VALTER ","REGIONE COLOMBAIA, 10","VESIME ","AT","14059","","0144859505"," 339 593 926","","",""
"ACREW","AT_VILLAFRANCA D'ASTI_01_STANGONI SNC CENTRO REVISIONI","REG. PIEVE 55A/B","VILLAFRANCAD'ASTI","AT","14100","","0141943733","334 791 1764","STANGONISNC@LIBERO.IT","",""
"CRISTALLO","AT_VILLAFRANCA D'ASTI_02_ASSO SERVICE OFFICINA MECCANICA G. &amp; B.","REGIONE TAVERNE 2","VILLAFRANCA D'ASTI","AT","14018","true","","338 803 7176","BISCARDIF76@GMAIL.COM","13/02/2021 10:00","328 065 9070"
"CRISTALLO","AT_VILLANOVA D'ASTI_01_VILLANOVESE RICAMBI","STRADA VECCHIA PER CHIERI 84 ","VILLANOVA D'ASTI","AT","14019","true","0141948438","3356625721","INFO@MAE-PARTS.IT","24/02/2021 17:07","3338294239"
"CRISTALLO","AT_VILLANOVA D'ASTI_02_BONELLO GOMME SNC","VIA PAPA GIOVANNI XXIII 70","VILLANOVA D'ASTI","AT","14019","","0141946098","335 823 2310","INFO@BONELLOGOMME.IT","",""
"CRISTALLO","AT_VILLANOVA D'ASTI_03_CARROZZERIA SPLENDOR","STRADA ZABERT, 84","VILLANOVA D'ASTI","AT","14019","true","","3284506067","SPLENDORSNC@LIBERO.IT","12/01/2024 09:04",""
"CRISTALLO","AT_VILLANOVA D'ASTI_04_CENTRO REVISIONI VILLANOVA","VIA B. CARUCCI, 7/9","VILLANOVA D'ASTI ","AT","14019","","","","REVISIONIVILLANOVA@VIRGILIO.IT","",""
"CRISTALLO","AUDIELLO &amp; VARALLO","CORSO SAVONA, 23","MONCALIERI","TO","10024","","","","","",""
"CRISTALLO","AUTOFFICINA FERRARIO","VIA ALESSANDRO MANZONI, 29 ","VENIANO","CO","22070","true","","","FERRARIO24@FERRARIOGIUSEPPE.191.IT","07/08/2023 15:49",""
"CRISTALLO","AZZURRA S.P.A.","VIA TRIESTE, 2 ","MONDOVÃ ","CN","12084","","","","","",""
"CRISTALLO","BI_ANDORNO MICCA_01_AUTOFFICINA LANDONI ENRICO","VIA CAVALIERI DI VITTORIO VENETO 4","ANDORNO MICCA","BI","13811","true","015474141","348 961 8400","AUTOFFICINA.LANDONI@HOTMAIL.IT","12/07/2021 15:16",""
"CRISTALLO","BI_BENNA_01_BONALDO MAURIZIO","VIA IV NOVEMBRE, 25","BENNA","BI","13871","","0152558485","346 789 3050","BONALDO@EMAIL.IT","",""
"CRISTALLO","BI_CANDELO_01_BROCCAUTO DI BROCCHI MASSIMO","VIA BIELLA 54","CANDELO","BI","13878","true","0152536548","3703010057","AMMINISTRAZIONE@BROCCAUTO.COM	","06/06/2023 11:04",""
"CRISTALLO","BI_CANDELO_02_STEFANO RUOTE	","VIA ISIDE VIANA 70","CANDELO","BI","13878","","0152538441","3388862542","INFO@STEFANORUOTE.IT		","",""
"CRISTALLO","BI_CANDELO_03_CONSORZIO BIELLESE REVISIONE	","VIA BIELLA 54","CANDELO","BI","13878","","0152538618","3407392519","REVISIONI.BIELLA@BERGOPNEUMATICI.IT","",""
"CRISTALLO","BI_CANDELO_04_M.F.GARAGE DI FERRANTE MATTEO","VIA CAMPILE 9 ","CANDELO","BI","13878","true","0153702527","346 855 9922","MFGARAGE@LIBERO.IT","16/04/2021 11:59",""
"CRISTALLO","BI_COSSATO_01_CONSORZIO BIELLESE REVISIONE				 ","VIA TRIESTE 8","COSSATO","BI","13836","","0159842224","340 480 7497","","",""
"CRISTALLO","BI_COSSATO_02_AUTOMOTO SERVICE DI CADONI GIOVANNI","VIA TRIESTE, 8","COSSATO","BI","13836","true","0159842225","3924528773","AUTOMOTOSERVICECOSSATO@GMAIL.COM","16/11/2020 15:26","3331812620"
"CRISTALLO","BI_COSSATO_03_OFFICINA CORADIN","VIA GIOVANNI AMENDOLA 402","COSSATO","BI","13836","true","015922962","338 191 0494","CORADIN@ALICE.IT","26/04/2021 16:13",""
"CRISTALLO","BI_COSSATO_04_AUTOTECNICA DI G.MASCHIETTO","VIA PER CASTELLETTO CERVO 246","COSSATO","BI","13836","true","015926426","348 769 0505","INFO@AUTOTECNICA-COSSATO.IT","16/04/2021 08:15",""
"CRISTALLO","BI_CREVACUORE_01_CARROZZERIA CERETTI","VIA NOCHE 25","CREVACUORE","BI","13864","","015768228","348 374 1819","CAR@CARROZZERIACERETTISNC.191.IT","",""
"CRISTALLO","BI_GAGLIANICO_01_PNEUMATICI E SERVIZI DI FIORELLI FAUSTO E LUCA","VIA GRAMSCI, 136/B","GAGLIANICO","BI","13894","","015541709","348 648 9939","PNEUMATICISERVIZI.FL@GMAIL.COM","",""
"CRISTALLO","BI_MASAZZA_01_RINOVIS SPA","VIA MARTINA 2","MASSAZZA","BI","13873","","0161852016","3357497263","ROBERTA@RINOVIS.IT","",""
"CRISTALLO","BI_MONGRANDO_01_PEDICINI ANDREA ","VIA MONTE MUCRONE 1","MONGRANDO","BI","13888","true","015666210","340 085 1903","ANDREAPEDI@LIBERO.IT","21/04/2021 15:40",""
"CRISTALLO","BI_MONGRANDO_02_APICELLA GOMME","VIA MOMBARONE 1 ","MONGRANDO","BI","13888","true","015592670","349 102 4267","APICELLAGOMME@HOTMAIL.IT","14/04/2021 11:46",""
"BCS","BI_MONGRANDO_03_CARBIKE SRLS","VIA PROVINCIALE 67","MONGRANDO","BI","13888","true","","3470361093","CARBIKESRL@GMAIL.COM","30/07/2021 16:48",""
"BCS","BI_OCCHIEPPO INFERIORE_01_SCHIAPPARELLI SNC AUTORIPARAZIONI","VIA GIOVANNI XXIII, 12/A","OCCHIEPPOINFERIORE","BI","13897","true","0152593772","335 750 5144","OFFICINA.SCHIAPPARELLI@GMAIL.COM","01/12/2021 16:26",""
"CRISTALLO","BI_OCCHIEPPO SUPERIORE_01_ AUTORIPARAZIONI BALLOTTARI DI BALLOTTARI SILVIO","VIA PROVINCIALE, 8","OCCHIEPPO SUPERIORE","BI","13897","","015591021","3884958232","BALLOTTARIAUTORIPARAZIONI@GMAIL.COM","",""
"CRISTALLO","BI_POLLONE_01_PERETTO CLAUDIO SNC DI PERETTO VANNI E ROBERTO","VIA P.G. FRASSATI, 183","POLLONE","BI","13814","","01561673","375 584 7302","PERETTO@BOSCHCARSERVICE.IT","",""
"CRISTALLO","BI_POLLONE_02_MERSI CARROZZERIA","VIA PER OCCHIEPPO SUPERIORE,58","POLLONE","BI","13814","true","01561271","346 947 4724","CARROZZERIAMERSI@LIBERO.IT","29/04/2021 10:19",""
"CRISTALLO","BI_RIONE CHIAVAZZA_01_CARIOLA BIELLA SNC","VIA MILANO 61	","BIELLA CHIAVAZZA","BI","13900","","0150991122","3355270187","","",""
"CRISTALLO","BI_SANDIGLIANO_01_PNEUS BIELLESE SNC","VIA MUCRONE 11		","SANDIGLIANO","BI","13876","","015691276","3466384918","","",""
"BCS","BI_TOLLEGNO_01_R.A.B. RIPARAZIONI AUTO","VIA CAP. CRAVEIA, 2","TOLLEGNO","BI","13818","","015421788","","STAFF@BALBORAB.COM","",""
"CRISTALLO","BI_VIGLIANO BIELLESE_01_QUADRIFOGLIO GARAGE S.N.C. ","VIA MILANO, 101","VIGLIANO BIELLESE","BI","13856","","015510684","3661126557","QGARAGE101@GMAIL.COM","",""
"CRISTALLO","BI_VIGLIANO BIELLESE_02_PERROTTA AUTO E SERVIZI","VIA MILANO 114","VIGLIANO BIELLESE","BI","13856","true","","348 322 6755","OFF.PERROTTA@LIBERO.IT","22/06/2021 14:51",""
"BCS","BIELLA_01_DUE EMME SNC DI POLETTI D. E CRISTOFARO C.","VIA MILANO, 89","BIELLA","BI","13900","true","","","DUEEMME46@GMAIL.COM","13/02/2024 14:51",""
"ACREW","BIELLA_02_MOTOR CAR SNC","STRADA DI PONENTE 1","BIELLA","BI","13900","","015406175","339 641 6317","MOTORCAR1@TISCALI.IT","",""
"BCS","BIELLA_03_TEMPORARY STORE SRL (TARASCO)","VIA TRIESTE, 10","BIELLA","BI","13900","","01520492","334 614 2804","STEFANO@AUTORIPARAZIONITARASCO.COM","",""
"CRISTALLO","BIELLA_04_AUTORIPARAZIONI OLEARI","VIA TRIPOLI 19","BIELLA","BI","13900","true","01533271","3294704123","LUCIANO.OLEARI@GMAIL.COM","16/10/2023 08:40",""
"CRISTALLO","BIELLA_05_TOFFANO SIMONE","VIA G.GALILEI 24","BIELLA","BI","13900","true","01523439","3392684337","INFO@OFFICINATOFFANO.IT","29/06/2021 16:35",""
"CRISTALLO","BIELLA_06_BERGO PNEUMATICI BIELLA		","VIA IVREA 103","BIELLA","BI","13900","","015402920","348 474 0133","REVISIONI.BIELLA@BERGOPNEUMATICI.IT","",""
"CRISTALLO","BIELLA_07_DI FRANCO ANGELO","VIA CANDELO 85","BIELLA","BI","13900","","0158493613","339 863 9916","ANGELO.DI.FRANCO70@GMAIL.COM","",""
"CRISTALLO","BIELLA_08_ASSO SERVICE-AUTO CENTER DI MENSI","VIA NAZIONALE 9/A","BIELLA","BI","13900","","015401860","333 528 2802","AUTOCENTER@HOTMAIL.IT ","",""
"CRISTALLO","BIELLA_09_PIER - CAR CARROZZERIA","VIA IVREA, 70","BIELLA","BN","13900","","","339 849 2957","INFO@PIERCAR.COM","",""
"CRISTALLO","BIELLA_10_NUOVA CARROZZERIA ELITE","VIA FELICE PIACENZA 11","BIELLA","BI","13900","","015590292","348 852 3262","AUTO-ELITE@LIBERO.IT","",""
"CRISTALLO","BIELLA_11_OFFICINA DECADENTI MARIO","VIALE DEI TIGLI 33","BIELLA","BI","13900","","015405690","335 835 7043","","",""
"CRISTALLO","BIELLA_12_BB GARAGE SAS DI BRUSAFERRO LUCA &amp; C.","VIA VALENTINO CERRUTI 19/A","BIELLA","BI","13900","true","015403061","391 393 9589","BBGARAGESAS@GMAIL.COM","07/06/2021 08:49",""
"CRISTALLO","BIELLA_13_CAR WASH CAMPAGNOLO ","STRADA PONENTE 14/C","BIELLA","BI","13900","true","015402303","","AMMINISTRAZIONE@CARCAMPAGNOLO.COM","17/09/2021 14:28",""
"CRISTALLO","BIELLA_14_AUTORIPARAZIONI CAR SERVICE","VIA DE MOSSO,20","BIELLA","BI","13900","true",""," 328 498 526","REBELPISTON@GMAIL.COM","10/02/2022 15:09",""
"CRISTALLO","CARROZZERIA PEG","VIA MONDOVÃ,169/E","PIANFEI","CN","12080","","","","","",""
"CRISTALLO","CARROZZERIA TRAPANI","CORSO TRAPANI, 131","TORINO","TO","10100","","","","","",""
"CRISTALLO","CN_01_CASALGRASSO_TUNINETTI","VIA CIRCONVALLAZIONE, 3 CASALGRASSO","CASALGRASSO","CN","12030","true","","","AMMINISTRAZIONE@TUNINETTIPNEUMATICI.COM","17/02/2024 09:31",""
"DEROGHE","CN_ALBA_01_AIME SRL","CORSO CANALE 74/A","ALBA","CN","12051","","017334009","","AIMESEAT.ASTI@LIBERO.IT","",""
"BCS","CN_ALBA_02_DELFINETTI DINO &amp; C. SNC OFFICINA AUTORIPARAZIONI","C.SO CORTEMILIA, 155","ALBA","CN","12051","","017334600","3701399682","INFO@OFFICINADELFINETTI.IT","","3473571788"
"BCS","CN_ALBA_03_ELETTRODIESEL 2000 SRL","STRADA FORCELLINI, 3","ALBA","CN","12051","","0173441766","","ELETTRODIESEL2000@BOSCHCARSERVICE.IT","",""
"CRISTALLO","CN_ALBA_05_BARBERO GOMME","CORSO MICHELE COPPINO 54","ALBA","CN","12051","","0173361087","3333887874","GIACOMOBARBERO10241@GMAIL.COM","",""
"CRISTALLO","CN_ALBA_06_LORA SNC","CORSO CANALE 26","ALBA","CN","12051","","","3381373325","INFO@LORAGOMME.IT","",""
"CRISTALLO","CN_ALBA_07_AUTORIPARAZIONI CHIESA UMBERTO","CORSO CANALE 19A","ALBA","CN","12051","","","3392876536","","",""
"CRISTALLO","CN_ALBA_08_SACCO MAURO E LUCA SNC","CORSO CORTEMILIA 123 A","ALBA","CN","12051","","","333 688 9387","","",""
"ACREW","CN_ALBA_09_ROMANO AUTORIPARAZIONI","VIA DUCCIO GALIMBERTI 2D","ALBA","CN","12051","","","","ROMANO.AUTORIPARAZIONI@GMAIL.COM","","3492498684"
"CRISTALLO","CN_ALBA_10_IL PNEUMATURGO","CORSO NINO BIXIO 38","ALBA","CN","12051","","","","ILPNEUMATURGO@LIBERO.IT","","3484420957"
"CRISTALLO","CN_ALBA_11_OFFICINA AUTO DF MOTORS","VIA SANNINO, 3","ALBA","CN","12051","","","328 114 3453","","","328 627 9938"
"DEROGHE","CN_ALBA_12_PIAZZA SERVICE","CORSO NINO BIXIO 18B		","ALBA","CN","12051","","0173441932","3318853127","PIAZZA.SERVICE2@GMAIL.COM","",""
"CRISTALLO","CN_ALBA_13_GV CAR","CORSO CANALE 20","ALBA","CN","12051","","","","EMILIANOGVCAR@GMAIL.COM","","3393926921"
"CRISTALLO","CN_ALBA_14_ALBA GOMME","CORSO UNITÃ D'ITALIA 20/A","ALBA","CN","12051","","0173441186","3292266312","INFO@ALBAGOMME.IT","",""
"CRISTALLO","CN_ALBA_15_LUKE'S GARAGE","VIALE INDUSTRIA 28","ALBA","CN","12051","true","0173328138","320 113 1969","LUCA.CARS@ALICE.IT","06/04/2021 09:57",""
"CRISTALLO","CN_AREA ARTIGIANALE VIA SAN MAURO_01_AUTORIPARAZIONI OBILUX DI FRANCO LUCIANO		 ","VIA MILIA, 20","AREA ARTIGIANALE VIA SAN MAURO","CN","12012","","0171389540","3296252705","","",""
"CRISTALLO","CN_BAGNOLO PIEMONTE_01_CAR SERVICE BAGNOLO","VIA CAVOUR 53","BAGNOLOPIEMONTE","CN","12031","","3270408180","","MECCANICOBAGNOLO@GMAIL.COM","",""
"CRISTALLO","CN_BAGNOLO PIEMONTE_02_G.S. MOTOR AND DIAGNOSTIC AUTORIPARAZIONI","VIA B.MARCONETTO 3","BAGNOLOPIEMONTE","CN","12031","","0175055301","","GOSSOELISA@LIBERO.IT","",""
"CRISTALLO","CN_BAGNOLO PIEMONTE_03_STAZIONE SERVIZIO ESSO - COMBA PIERINO	","VIA BARGE 80A		","BAGNOLO PIEMONTE","CN","12031","","","3398512526","","",""
"CRISTALLO","CN_BAGNOLO PIEMONTE_04_QUATTRO RUOTE AUTORIPARAZIONI DI VEGLIA DANILO","VIA BARGE, 74","BAGNOLO PIEMONTE","CN","12031","","0175392149","349 531 6357","","",""
"CRISTALLO","CN_BAGNOLO PIEMONTE_05_AUTORIPARAZIONI BOAGLIO","VIA BARGE, 76","BAGNOLO PIEMONTE","CN","12031","","0175391046","3312908639","BOAGLIOSNC@GMAIL.COM","",""
"CRISTALLO","CN_BAGNOLO PIEMONTE_06_OFFICINA PICCATO ","VIA CAVOUR, 116","BAGNOLO PIEMONTE ","CN","12031","","0175391335","","","",""
"CRISTALLO","CN_BAGNOLO PIEMONTE_07_PNEUMATICI VIBO 2","VIA CAVE, 41","BAGNOLO PIEMONTE","CN","12031","","","3331225373","","",""
